topology,mixing_strategy,num_nodes,seed,k_target,round,node_id,accuracy,degree
ER,metropolis_hastings,50,42,4,10,14,60.78,7
ER,metropolis_hastings,50,42,4,10,15,46.18,3
ER,metropolis_hastings,50,42,4,10,16,61.96,5
ER,metropolis_hastings,50,42,4,10,17,46.24,4
ER,metropolis_hastings,50,42,4,10,18,51.49,4
ER,metropolis_hastings,50,42,4,10,19,47.71,1
ER,metropolis_hastings,50,42,4,10,20,40.34,4
ER,metropolis_hastings,50,42,4,10,21,48.95,3
ER,metropolis_hastings,50,42,4,10,22,63.4,8
ER,metropolis_hastings,50,42,4,10,23,48.99,4
ER,metropolis_hastings,50,42,4,10,24,58.62,5
ER,metropolis_hastings,50,42,4,10,25,54.86,5
ER,metropolis_hastings,50,42,4,10,26,58.29,5
ER,metropolis_hastings,50,42,4,10,27,51.51,4
ER,metropolis_hastings,50,42,4,10,28,48.41,4
ER,metropolis_hastings,50,42,4,10,29,62.11,7
ER,metropolis_hastings,50,42,4,10,30,58.3,5
ER,metropolis_hastings,50,42,4,10,31,53.08,3
ER,metropolis_hastings,50,42,4,10,32,51.69,4
ER,metropolis_hastings,50,42,4,10,33,55.6,3
ER,metropolis_hastings,50,42,4,10,34,43.57,2
ER,metropolis_hastings,50,42,4,10,35,58.23,6
ER,metropolis_hastings,50,42,4,10,36,45.32,3
ER,metropolis_hastings,50,42,4,10,37,61.66,4
ER,metropolis_hastings,50,42,4,10,38,58.43,5
ER,metropolis_hastings,50,42,4,10,39,51.71,4
ER,metropolis_hastings,50,42,4,10,40,62.56,3
